PartitionKey,RowKey,CreatedOn,Platform,RewardId,Carrier,DeviceCarrier
"20220412_14_11","fdd23980-6c7e-4c39-830f-6478e4a3a89a","2022-04-12T14:13:31.0173433Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","8550ded6-d20e-4bd6-bb1c-c8fcad52b547","2022-04-12T14:13:31.0578009Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","2be7abf9-fcff-4ed6-9fbb-0a81d65dc023","2022-04-12T14:13:31.1478823Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","67e86788-877b-479a-88cb-a3aa179ffc7a","2022-04-12T14:13:31.4147711Z","android","3869","XP","t-mobile"
"20220412_14_11","b5141a32-15d5-42ea-ab27-21e2b53038e4","2022-04-12T14:13:31.5884975Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","82d68532-38d1-4505-bf56-230bd31086a8","2022-04-12T14:13:31.5338534Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","ab2918c1-dd62-456d-a403-221c16853210","2022-04-12T14:13:31.6076085Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","82cc4bca-ba1e-480b-98b5-a29edb4049cc","2022-04-12T14:13:31.8671596Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","2e76b427-8339-4565-a0ba-5e9ff1c3a375","2022-04-12T14:13:31.7945177Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","72110708-44cd-4325-b9fa-3d899903448f","2022-04-12T14:13:31.9430484Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","8c562fd5-a770-4b92-86d9-3ddf2f11cda8","2022-04-12T14:13:31.9202631Z","android","3871","T-Mobile","t-mobile"
"20220412_14_11","70cb3bc1-8bae-494c-9040-fc7c74c38819","2022-04-12T14:13:32.1698312Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","5662d42d-2c75-47a0-b296-19d5aa506b50","2022-04-12T14:13:32.052604Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","90735f7b-d31b-4250-b169-d503120a6894","2022-04-12T14:13:32.1550314Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","8cce2616-e4bb-496a-a989-34dde8228a1c","2022-04-12T14:13:32.4099587Z","android","3870","T-Mobile","unknown"
"20220412_14_11","0394036f-0d29-4523-95cf-064e3731982f","2022-04-12T14:13:32.4778065Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","8e7129d3-5a67-4e58-99c7-3729e2484f51","2022-04-12T14:13:32.5717614Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","f1aef3a1-4738-49c0-a0fd-25dd5f1dc2a9","2022-04-12T14:13:32.5278966Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","048ed612-2223-4d1c-b833-e32e7e0aa9f9","2022-04-12T14:13:32.4659575Z","ios","3869","XP","t-mobile"
"20220412_14_11","b03f4f79-976a-44fb-88ab-4e753ac8890d","2022-04-12T14:13:32.4424154Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","8175885d-560b-4afe-9218-03790490db3c","2022-04-12T14:13:32.5735419Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","266c3778-b7a4-472c-a4e9-a052fc746a9d","2022-04-12T14:13:32.7876991Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","b2080acb-2afd-43b2-82fa-784b82c8f293","2022-04-12T14:13:32.7957056Z","android","3868","XP","t-mobile"
"20220412_14_11","19313928-f238-477c-aab4-0747f4d75999","2022-04-12T14:13:32.8037942Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","0d67882b-1e5d-4595-917b-d2990c4a79ae","2022-04-12T14:13:32.960879Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","66b1d94c-d887-43ea-b726-11b2604d9e4a","2022-04-12T14:13:33.0096203Z","android","3671","XP","t-mobile"
"20220412_14_11","3983fcfd-cc94-452b-ab8e-1aee9a799fd8","2022-04-12T14:13:33.189849Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","66ee5e13-907b-45e6-a7e0-a041b077ed44","2022-04-12T14:13:33.1322614Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","3b990e13-60cd-4afa-a3fb-59bd9cb6b159","2022-04-12T14:13:33.1322099Z","ios","3868","XP","t-mobile"
"20220412_14_11","27fb7b70-45e5-4f33-83db-82e5faa4eee9","2022-04-12T14:13:32.9889393Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","2d4a6d55-c3a0-4494-9f4a-170592f3b2e6","2022-04-12T14:13:33.0884117Z","android","3865","T-Mobile","t-mobile"
"20220412_14_11","7f1a16c4-d832-4d4a-b33f-aaf5aa09fadd","2022-04-12T14:13:33.0420313Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","09059232-a29e-4ae8-8a3a-b5c4e3be46b2","2022-04-12T14:13:33.1162333Z","ios","3869","XP","t-mobile"
"20220412_14_11","f212c5be-43da-4da8-b8df-b3256528a831","2022-04-12T14:13:33.1094487Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","66b22c0b-b522-4bba-9f53-c8cdd83996d9","2022-04-12T14:13:33.1042133Z","ios","3869","Sprint","sprint"
"20220412_14_11","9aafe780-22cf-4bf6-a483-fcedd80b8aba","2022-04-12T14:13:33.0715998Z","ios","3869","XP","t-mobile"
"20220412_14_11","f3dd11c2-a58f-4662-9752-b6b6fee6e9b1","2022-04-12T14:13:33.1477762Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","5cde46ba-9ca7-4b84-b454-b6b6fe84aaca","2022-04-12T14:13:33.2332629Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","6d4ae04d-4342-4bf6-8117-efef2e2eb6aa","2022-04-12T14:13:33.4311772Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","4c2a253a-a27c-410b-a928-48f13f1262d8","2022-04-12T14:13:33.5423926Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","b8be6ecb-a0f2-43b4-9d27-973465f05a81","2022-04-12T14:13:33.6174969Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","f4c33d2d-1ab0-481c-9ce3-3205fc0d40d7","2022-04-12T14:13:33.6240963Z","ios","3870","XP","t-mobile"
"20220412_14_11","41e73112-df14-4368-a198-35267a69f513","2022-04-12T14:13:34.2014368Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","6ae9bd49-b625-41f1-ac55-6640b9d9c1fb","2022-04-12T14:13:34.1698347Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","3bb16246-0c85-4745-9543-238b47de59c9","2022-04-12T14:13:34.3120934Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","179a410c-56d3-44f9-9125-239657b0cba1","2022-04-12T14:13:34.3514407Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","a4e8961f-8d76-4670-bc05-6fc19331de02","2022-04-12T14:13:34.3767536Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","f944fb33-521d-43dc-9380-38f85df1fc08","2022-04-12T14:13:34.3438979Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","a5f7141b-28ac-4b71-ba08-3dfac42b9a37","2022-04-12T14:13:34.3261024Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","27bb1b4d-6bf7-4286-bbea-4363f3221d0f","2022-04-12T14:13:34.3768147Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","fb1b772e-7588-4c34-8e33-a1293666853e","2022-04-12T14:13:34.4479324Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","571c5ed5-d644-453a-ba69-2591c0792aec","2022-04-12T14:13:34.553062Z","android","3870","XP","t-mobile"
"20220412_14_11","8cb253fa-4853-451e-ac44-4ac75cf990e5","2022-04-12T14:13:34.5932825Z","ios","3870","XP","t-mobile"
"20220412_14_11","7a869bb1-2a9a-4c44-baeb-6901d492d851","2022-04-12T14:13:34.5220872Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","427eebe3-23c1-469e-b705-86678443fd01","2022-04-12T14:13:34.6024109Z","ios","3868","XP","t-mobile"
"20220412_14_11","b89903fa-dc9c-4905-81a8-d7c490b2b86c","2022-04-12T14:13:34.6109254Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","20b7b604-760e-452e-a7e4-c90e4ee2dcd2","2022-04-12T14:13:34.801445Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","285d9ef6-0840-436b-a6f5-2c3740b3569a","2022-04-12T14:13:34.8116309Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","369a58ea-2a85-4c93-bb89-d97a3d978a0b","2022-04-12T14:13:34.7467457Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","d2ccbf90-92cf-42ae-b1ab-0bc7ab9c73d4","2022-04-12T14:13:34.8328363Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","40d1b5b8-6b3b-4f30-b5db-0f483dd7fb7a","2022-04-12T14:13:34.8218324Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","3f78fd88-5396-4f39-831c-370c3875ccfe","2022-04-12T14:13:34.6616501Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","cb2a67bd-419f-40db-8651-2a3735b36586","2022-04-12T14:13:35.1391599Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","4d54ac1c-0dfb-4ef5-bbef-8cedccb61416","2022-04-12T14:13:35.0227978Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","7ccf0ec3-3610-4985-a8dc-189a6fd45b20","2022-04-12T14:13:35.0711994Z","ios","3871","Metro","Metro"
"20220412_14_11","0d197a42-d32e-40be-8163-1d08be43300f","2022-04-12T14:13:35.1883885Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","bb373183-eca3-4c1d-9c32-e0453693a42a","2022-04-12T14:13:35.1597287Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","28be7a1a-ea47-4ea5-b3f4-c7f3f0af1db5","2022-04-12T14:13:35.2255697Z","ios","3869","Sprint","sprint"
"20220412_14_11","25f9d261-e2ab-4a43-b60d-1bece38a785a","2022-04-12T14:13:35.3792817Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","baa99360-ba26-400f-9664-9a043abd96d2","2022-04-12T14:13:35.1849649Z","ios","3868","Metro","Metro"
"20220412_14_11","3ec333f0-8844-46c6-adeb-993d4695997f","2022-04-12T14:13:35.2657596Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","0cea7ab4-e219-499d-8fa5-59915dd9d2c4","2022-04-12T14:13:35.2600953Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","526cbfec-91ef-483f-894c-73c30bc1ae6b","2022-04-12T14:13:35.3567677Z","ios","3870","Sprint","sprint"
"20220412_14_11","fd90ede5-5245-4daa-b368-d457442e1151","2022-04-12T14:13:35.4233192Z","ios","3872","XP","t-mobile"
"20220412_14_11","05c8cb91-f6fd-44b9-86df-6be87515e7ca","2022-04-12T14:13:35.4199944Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","a9d394a7-32c6-4dfb-b750-522c559fff14","2022-04-12T14:13:35.491449Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","4cfa3d30-8b4f-470e-90b6-3f9336adbc8a","2022-04-12T14:13:35.5309195Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","f7c6d6a5-ff3b-4273-825b-8260408f539c","2022-04-12T14:13:35.5960676Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","3e67ca97-e736-4cd7-b857-fe839626c639","2022-04-12T14:13:35.4862648Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","5d24bda4-3615-4642-8526-b5fb27b7c5e4","2022-04-12T14:13:36.2017123Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","6f0e458a-9e35-4044-ad17-8761aac9ab54","2022-04-12T14:13:36.1788111Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","534a2ef0-5525-4eea-b4e1-6d24d03e82f8","2022-04-12T14:13:36.2418235Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","e23554cb-86f5-4e16-ac26-315297a671dd","2022-04-12T14:13:36.3026618Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","0e87acbc-05b0-4e38-95ac-ae6905c22cf6","2022-04-12T14:13:36.4653936Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","fda402d7-1742-435f-a3a0-0db97fd78d0a","2022-04-12T14:13:36.3222129Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","9ee9cb98-fb82-43c7-9696-6d4ac9d25ed2","2022-04-12T14:13:36.3365193Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","9df79100-0b6d-4bf4-9a7f-f9a3c782683b","2022-04-12T14:13:36.4318846Z","android","3869","Metro","Metro"
"20220412_14_11","fec11963-825a-4377-a018-4aff102777cb","2022-04-12T14:13:36.3624024Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","9d8f3f98-02cd-4f71-b307-63c20d70c8f9","2022-04-12T14:13:36.4740381Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","b7ea6338-3c25-4f21-bad1-51c9490c34b2","2022-04-12T14:13:36.5759197Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","9b55503d-ef26-412d-a969-42314f013d47","2022-04-12T14:13:36.763339Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","03cf36d3-b741-4d3e-b438-4cd74b69bd83","2022-04-12T14:13:36.7155869Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","9e8c7eaa-abd9-491b-a2c5-eedafc84c3e5","2022-04-12T14:13:36.7001577Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","93932a76-cab4-4c38-9f87-ab8609d2f861","2022-04-12T14:13:36.727384Z","ios","3868","XP","t-mobile"
"20220412_14_11","f3618a23-09c0-4aac-a4b4-88c784c33ba3","2022-04-12T14:13:36.7195219Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","936099e0-5b26-468a-a1ff-78e2f49fae15","2022-04-12T14:13:36.7919587Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","c0a3c303-ebea-40a2-a5e4-7ec2e896e0ac","2022-04-12T14:13:36.7431307Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_11","4960d73a-f477-4089-9341-3051fec34470","2022-04-12T14:13:36.9484085Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","663b662e-e8e7-49ec-827e-4ed586ec6ae1","2022-04-12T14:13:36.9484068Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","10e7e69f-e85a-4baa-91ce-e4aec2c6df4c","2022-04-12T14:13:37.0493816Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","b0c0a2ce-0fd8-4082-b9d7-1666390240b4","2022-04-12T14:13:37.0071057Z","android","3869","Sprint","sprint"
"20220412_14_11","3e1f580d-aeb4-47f9-8201-baad352ccab6","2022-04-12T14:13:36.960439Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","fd56167a-6097-46a5-a05d-471f00d469fc","2022-04-12T14:13:37.0093427Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","0cfea682-0440-420f-87d5-d89deabe3dea","2022-04-12T14:13:37.1129004Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","fad6f1d3-d5fc-4439-b0db-5883d8fe93cc","2022-04-12T14:13:37.1694248Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","6e0b5314-53ec-4f45-b242-8d47f2160ec0","2022-04-12T14:13:37.1721287Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_11","9fcd8bcb-a4a3-4b8e-8045-4e79dcb016f6","2022-04-12T14:13:37.2489984Z","ios","3670","T-Mobile","t-mobile"
"20220412_14_11","ea4c31e8-7f02-439e-9938-22e10741f11a","2022-04-12T14:13:37.1934027Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","57f0d1ae-09d1-4ddb-bb28-716ce276ca1b","2022-04-12T14:13:37.3034457Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","6aa48c27-0608-4118-89e6-91a6dad40a34","2022-04-12T14:13:37.043228Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","a479d330-dc26-4d67-b126-7b4e0578d1e3","2022-04-12T14:13:37.3697321Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","4d93502d-e60d-4b36-9995-edc99eecb881","2022-04-12T14:13:37.5603607Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","2d74363d-cf03-40a8-b4d8-583b0fee4983","2022-04-12T14:13:37.5761436Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","21cbdbe6-8c2b-4c9f-8b9e-3961b9de1f0a","2022-04-12T14:13:37.6445772Z","ios","3869","XP","t-mobile"
"20220412_14_11","768c8ee0-3f47-47f2-9c67-8acdf7cf2070","2022-04-12T14:13:37.5483913Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","7713ff17-23a2-48fa-bb72-241d39bd74a0","2022-04-12T14:13:37.6260316Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","905a8e86-f196-4cb3-9f14-1fa7fed8fcd6","2022-04-12T14:13:37.6345355Z","android","3868","XP","t-mobile"
"20220412_14_11","2812b6ed-5db2-45e0-9dd1-3a598289b5fc","2022-04-12T14:13:37.5311451Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","8a17d03a-0c38-400e-b666-1be5b626dc83","2022-04-12T14:13:37.5446286Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","f46c4109-093b-4441-ab03-375ef0d64c85","2022-04-12T14:13:37.5722777Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","715db047-3269-4972-90e3-64f30e51e60c","2022-04-12T14:13:37.6798625Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","eca152af-c6db-4ccb-a520-e2fff1a7f7e8","2022-04-12T14:13:37.6948528Z","android","3868","XP","t-mobile"
"20220412_14_11","e1fdd172-a286-431b-9cca-33aea3fce111","2022-04-12T14:13:37.7612042Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","486b019f-bb92-457c-b95e-471c67bbca9f","2022-04-12T14:13:37.7141431Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","5897b63e-1877-454d-bdd9-c598147f543e","2022-04-12T14:13:38.2679899Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","b96db9ca-4606-4399-9852-479efdce0854","2022-04-12T14:13:38.250918Z","android","3868","XP","t-mobile"
"20220412_14_11","b42dc9db-d6c6-446b-af05-783b19f1950a","2022-04-12T14:13:38.2899534Z","ios","3869","XP","t-mobile"
"20220412_14_11","22006910-afcd-4a04-9348-d7a07c148f2e","2022-04-12T14:13:38.4359407Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","7d39fc97-5b5f-42d4-bbc4-b5439b865283","2022-04-12T14:13:38.5813788Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","c89d51ce-7e55-42aa-9194-8582ce5f9fa6","2022-04-12T14:13:38.6496654Z","ios","3868","XP","t-mobile"
"20220412_14_11","a07e0f67-7730-4c1f-9127-4fe0ff021604","2022-04-12T14:13:38.5514635Z","android","3872","Sprint","sprint"
"20220412_14_11","85095c1a-688f-40a3-9099-64aac15b6fd7","2022-04-12T14:13:38.6887167Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","f3a1323e-78d8-4fd8-8e12-8fe1ad31464a","2022-04-12T14:13:38.8884132Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","a57dbf0a-1bff-444d-ba95-74e34dd130da","2022-04-12T14:13:38.690675Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","f8b02c73-cedb-4693-b859-23af28f9b8ba","2022-04-12T14:13:39.0786635Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","715c0558-fa18-41c1-b0b1-c25a45902e0b","2022-04-12T14:13:39.0987769Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","33b5cd6a-bfa9-413f-9467-15b4f9c39c22","2022-04-12T14:13:39.2099364Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","a317725d-90be-4391-946f-116f2557e8b8","2022-04-12T14:13:39.1648211Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","ead8a99c-040b-4368-9e5b-7835ee1f66b2","2022-04-12T14:13:39.1735589Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","10834863-fd9d-4f54-bc39-f1e3dbfd7d05","2022-04-12T14:13:39.0897454Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","ced9838a-0b64-4f4c-8d4b-3386bafcf0e5","2022-04-12T14:13:39.3511145Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","c4f66991-8a72-405d-a1a4-4841c449b7e9","2022-04-12T14:13:39.3853674Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","8555ed52-0dc0-41d2-98e6-36dd1f1bd6f5","2022-04-12T14:13:39.5299364Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","12778fe6-4f27-4fb5-92c1-b2b3659e210c","2022-04-12T14:13:39.5787803Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","5cec5ee6-145d-4f76-82f4-1db262d5e125","2022-04-12T14:13:39.6727576Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","60f86f73-a65f-4565-9d0e-c8e63b0d1e96","2022-04-12T14:13:39.7348597Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","fec1162f-9976-4b2b-a17f-3a63e3b4785f","2022-04-12T14:13:39.7566767Z","android","3868","XP","t-mobile"
"20220412_14_11","2f5a10d7-b0eb-43dd-8b0e-639761b11c18","2022-04-12T14:13:39.9434506Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","a90ff943-fcdb-44dd-b58a-ff2b8825ab46","2022-04-12T14:13:40.2732032Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","d401d953-3dc3-4e58-b50c-5289b67e9552","2022-04-12T14:13:40.2159193Z","android","3871","XP","t-mobile"
"20220412_14_11","b4242aac-4848-4147-ad8f-9f401d9c7186","2022-04-12T14:13:40.2645073Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_11","1c4a0f35-23fd-4e3c-98bd-4327bb4b022f","2022-04-12T14:13:40.2621926Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","75ba0894-1e08-4894-bbe0-8e5d6c395203","2022-04-12T14:13:40.3001208Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","7caf2b5c-c1e5-4e6b-ba69-0b5dc33e333f","2022-04-12T14:13:40.3743791Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","545fab4a-32b2-4399-8d26-9492f553aac4","2022-04-12T14:13:40.3789059Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","e1a5d870-280c-4cc5-a90b-57283bc44f59","2022-04-12T14:13:40.5936138Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","cb3a8bb5-d91b-4e32-a5c3-cdd89a0b5e45","2022-04-12T14:13:40.7074224Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","e4031c7f-c0fe-4539-bc15-23dcb3a02041","2022-04-12T14:13:40.7741269Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","a0fe983a-2820-4952-8486-eeaf80dd1859","2022-04-12T14:13:40.7213839Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","dcd08a4d-999f-4e7e-a25b-62637b66361a","2022-04-12T14:13:40.8278488Z","android","3870","T-Mobile","t-mobile"
"20220412_14_11","adb70ba2-40b3-4e73-bb04-abb8e556bae5","2022-04-12T14:13:40.7952589Z","ios","3868","Metro","unknown"
"20220412_14_11","1795af56-d064-4fee-8790-4cee065f923b","2022-04-12T14:13:40.9226291Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","e70cd534-d102-42b2-8534-3a0b00c10354","2022-04-12T14:13:40.9942784Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","d8882164-0090-41ac-ae92-91b4ac5a0791","2022-04-12T14:13:40.8220209Z","ios","3868","T-Mobile","verizon"
"20220412_14_11","a781a2aa-e063-4a17-a5c9-8fff79fc9a30","2022-04-12T14:13:40.9084843Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","88326724-d529-406d-96b6-9fd9f4c9a5fc","2022-04-12T14:13:40.9142737Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","7211242b-1996-448d-afc7-394133825dee","2022-04-12T14:13:40.8132655Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","34724f9e-8bf8-4859-9dde-8b0ac98bd495","2022-04-12T14:13:40.9201622Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","a3ffb967-abec-4df3-acd9-eacdfe668e06","2022-04-12T14:13:40.9700445Z","android","3869","T-Mobile","t-mobile"
"20220412_14_11","c57151e3-6af8-4be1-8622-47449b47d361","2022-04-12T14:13:41.0488112Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","2229c742-b9c4-4b99-a490-b0a034f15309","2022-04-12T14:13:41.1134903Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","30b08e9f-1d99-45cd-880c-6c9fef5d96e9","2022-04-12T14:13:41.0593168Z","android","3872","T-Mobile","t-mobile"
"20220412_14_11","8bcd726b-ff4e-4b05-aa42-a6674b2ca141","2022-04-12T14:13:40.9955932Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","ef13cd66-63fb-4c09-abbf-2e1f23e7ffa1","2022-04-12T14:13:41.0816301Z","ios","3868","XP","t-mobile"
"20220412_14_11","48ab8eaf-bf12-4c20-b61a-f1e9b32cb069","2022-04-12T14:13:41.2345922Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","51f78445-6c91-49c7-85af-4b8ab17126b1","2022-04-12T14:13:41.2840881Z","ios","3872","XP","t-mobile"
"20220412_14_11","7477f5a8-71d7-4a0d-ae6f-83759feb57b4","2022-04-12T14:13:41.2272609Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","fdcb3ce2-ebbd-4f80-822e-dca48513cc0c","2022-04-12T14:13:41.3473408Z","ios","3869","T-Mobile","t-mobile"
"20220412_14_11","b6329933-f7c7-4337-aa11-3986454b883f","2022-04-12T14:13:41.3894638Z","android","3871","T-Mobile","t-mobile"
"20220412_14_11","cf8fc439-b7cd-4389-951f-ad575b12faa6","2022-04-12T14:13:41.3492459Z","android","3868","T-Mobile","t-mobile"
"20220412_14_11","966fa8ce-8b51-47b7-b85c-7b97cebf84d6","2022-04-12T14:13:41.4045357Z","ios","3871","T-Mobile","t-mobile"
"20220412_14_11","b0ab26b7-ed18-467d-80cb-007fffe67833","2022-04-12T14:13:41.5200854Z","ios","3872","T-Mobile","t-mobile"
"20220412_14_11","cd80cd62-a443-4819-a95a-60f0c785da0f","2022-04-12T14:13:41.4400231Z","ios","3868","XP","t-mobile"
"20220412_14_11","0e4da7fb-6911-46ff-9473-85f878ef7d39","2022-04-12T14:13:41.6849632Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","65ba3bd9-1269-431d-8196-7d77f87284c7","2022-04-12T14:13:41.7701624Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","663f82e8-1de7-4a65-87e7-716b03137a1b","2022-04-12T14:13:41.7767397Z","ios","3870","T-Mobile","t-mobile"
"20220412_14_11","995f137a-1196-426f-95dc-5375485f5339","2022-04-12T14:13:41.782226Z","ios","3868","T-Mobile","t-mobile"
"20220412_14_11","b0d87183-bfa5-40c3-bbc8-46010f167555","2022-04-12T14:13:41.962992Z","android","3872","T-Mobile","t-mobile"
